"","po_document","po_item","changed_on","short_text","material_no","company","location","matl_svcs_group","po_quantity","order_price_un","unit_price","total_li_value"
"19667",7502268480,"00018",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",3,"EA",14681.93,44045.8
"19668",7502268480,"00019",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",3,"EA",14681.93,44045.8
"19669",7502268480,"00020",2007-12-15,"PANELBOARD,LOW VOLTAGE, EXPLOSIONPROOF","7000011714",2100,"Excavation Loc 010","062000",3,"EA",14681.93,44045.8
"19670",7502268480,"00021",2007-12-15,"NMR- 601 Engineering Drawings","7000012104",2100,"Excavation Loc 010","MISC",1,"EA",132,132
"19671",7502268480,"00022",2009-03-04,"NMR- 602 Certified  Drawings","7000012105",2100,"Excavation Loc 010","MISC",1,"EA",132,132
"19672",7502268480,"00023",2007-12-15,"NMR- 603 Misc. Documents","7000012106",2100,"Excavation Loc 010","MISC",1,"EA",132,132
"19673",7502268480,"00024",2007-12-15,"SPDP COSTS","7000012107",2100,"Excavation Loc 010","MISC",1,"EA",132,132
"19674",7502268480,"00025",2007-12-15,"COMMISSIONING SPARES","7000012107",2100,"Excavation Loc 010","MISC",1,"EA",0,0
"19675",7502268537,"00011",2009-06-14,"FLANGE: WELD NECK; WHLD; 10M","7000011961",2100,"Excavation Loc 009","006000",280,"EA",7902,2212560
"19676",7502268537,"00012",2009-05-03,"FLANGE: WELD NECK; WHLD; 10M","7000011961",2100,"Excavation Loc 009","006000",140,"EA",8077.24,1130813.6
"19677",7502268537,"00013",2009-05-03,"FLANGE: WELD NECK; WHLD; 10M","7000011961",2100,"Excavation Loc 009","006000",140,"EA",8081.76,1131446.4
